customer_id,internet_service,phone,multiple,online_security,online_backup,device_protection,tech_support
A564348,Fiber Optic,1,0,1,0,0,0
A565557,DSL,1,1,0,0,0,1
A568113,DSL,1,0,0,0,1,1
A568845,DSL,1,0,1,0,1,1
A572964,DSL,1,1,0,1,1,0
A574980,DSL,1,1,0,1,0,0
A577468,DSL,1,0,1,1,0,0
A579005,DSL,1,1,0,1,0,0
A581416,DSL,1,1,0,1,1,0
A583737,Fiber Optic,1,0,0,1,0,0
A590798,DSL,1,0,1,1,1,1
A593331,Fiber Optic,1,1,0,0,0,0
A595003,Fiber Optic,1,1,0,0,0,0
A595310,Fiber Optic,1,0,1,1,1,0
A597531,Fiber Optic,1,0,0,1,0,0
A599326,DSL,1,1,0,0,0,1
A59966,Fiber Optic,1,0,0,1,1,0
A604312,DSL,1,0,0,0,1,0
A605807,DSL,1,1,0,1,1,0
A606860,DSL,1,0,0,0,0,0
A609766,Fiber Optic,1,0,1,0,0,1
A609986,Fiber Optic,1,0,0,0,1,0
A613026,Fiber Optic,1,0,0,1,0,0
A613334,DSL,0,0,0,1,1,0
A615311,DSL,1,1,1,0,0,0
A615789,Fiber Optic,1,1,0,1,0,1
A620815,None,1,0,1,0,0,0
A626819,DSL,1,0,0,0,0,1
A627705,None,1,1,0,0,0,1
A629515,DSL,1,1,0,1,1,0
A631325,None,1,0,0,0,1,0
A633603,DSL,1,0,1,1,1,0
A634512,None,1,1,0,1,1,0
A638022,Fiber Optic,1,1,0,1,1,1
A642624,Fiber Optic,1,1,1,1,1,0
A643000,DSL,1,1,0,1,0,0
A647291,Fiber Optic,1,1,0,1,1,0
A651095,DSL,1,0,1,1,0,0
A651960,None,1,1,1,1,1,0
A652407,DSL,1,0,0,0,0,1
A652420,Fiber Optic,1,0,0,0,1,0
A653303,Fiber Optic,1,1,0,1,0,0
A65734,Fiber Optic,1,0,1,0,1,1
A658164,None,1,0,1,0,0,1
A660947,DSL,0,1,1,0,1,1
A661362,DSL,1,0,0,1,1,0
A661671,Fiber Optic,1,0,0,1,1,1
A663417,None,1,0,0,1,0,1
A665879,Fiber Optic,1,0,0,0,1,0
A669802,DSL,1,1,0,0,1,0
A67068,DSL,0,0,0,0,0,0
A671833,Fiber Optic,1,1,1,0,1,1
A672602,None,1,1,0,1,1,1
A672620,Fiber Optic,1,0,0,1,1,1
A687427,None,1,0,0,0,1,0
A687783,DSL,0,1,0,0,1,1
A690706,Fiber Optic,1,0,0,1,0,1
A695130,Fiber Optic,1,1,0,0,1,0
A696580,DSL,1,1,0,0,0,0
A69660,DSL,1,0,0,0,1,1
A703201,DSL,1,0,1,1,1,1
A70661,DSL,1,1,0,1,1,1
A708086,Fiber Optic,1,0,1,0,0,1
A708666,DSL,0,1,1,1,1,1
A710226,Fiber Optic,1,1,0,1,0,0
A712256,DSL,1,0,0,0,1,0
A712898,Fiber Optic,1,1,1,0,1,1
A715491,Fiber Optic,1,1,0,1,0,0
A723167,Fiber Optic,1,0,0,1,0,0
A723309,None,1,0,0,1,0,0
A727077,DSL,1,1,0,0,1,0
A727653,None,1,0,0,1,1,0
A733457,DSL,1,0,0,0,1,0
A740543,Fiber Optic,1,1,1,1,1,1
A744958,DSL,1,0,1,1,1,1
A745374,None,0,0,0,0,1,1
A748930,DSL,1,1,1,1,1,0
A751773,Fiber Optic,1,1,0,1,1,0
A752269,DSL,1,1,0,0,0,1
A752890,DSL,1,1,1,0,1,0
A753189,None,1,0,1,1,1,1
A756392,None,1,0,0,1,1,0
A756452,Fiber Optic,0,1,1,1,1,0
A758129,Fiber Optic,1,0,0,0,0,1
A759341,Fiber Optic,1,0,1,0,1,0
A764334,Fiber Optic,1,1,0,0,1,1
A764510,DSL,1,0,0,1,0,0
A764645,Fiber Optic,1,0,0,0,0,1
A765321,DSL,1,1,0,1,0,1
A765364,DSL,0,0,0,1,0,1
A766555,DSL,1,0,0,0,0,0
A767144,Fiber Optic,1,0,0,0,0,0
A768649,Fiber Optic,1,0,0,1,1,0
A771900,Fiber Optic,0,0,0,1,0,1
A776577,DSL,1,0,0,0,1,0
A77696,DSL,1,1,1,1,1,0
A78095,Fiber Optic,1,1,0,1,1,0
A782700,Fiber Optic,1,0,0,1,1,0
A784083,None,1,0,0,0,0,1
A78645,None,0,1,0,1,0,0
A787794,None,1,0,0,1,1,1
A793530,DSL,1,0,0,0,1,0
A793645,Fiber Optic,1,0,1,0,0,1
A79548,Fiber Optic,0,1,1,0,0,0
A795494,DSL,1,1,1,1,0,0
A795602,Fiber Optic,1,1,1,0,1,1
A800117,None,1,0,0,0,1,0
A803107,Fiber Optic,1,1,0,0,1,0
A81135,Fiber Optic,1,0,0,0,1,0
A811650,Fiber Optic,0,1,0,1,0,0
A812234,None,1,0,0,1,0,0
A818327,Fiber Optic,1,1,1,0,1,0
A821790,DSL,1,0,1,1,0,0
A822635,DSL,1,0,0,1,0,1
A822901,None,1,1,0,1,0,1
A823740,DSL,1,0,0,0,0,0
A825502,Fiber Optic,1,1,0,1,1,1
A829889,Fiber Optic,1,1,1,0,0,0
A833360,DSL,1,0,0,0,1,1
A83621,Fiber Optic,1,1,1,0,0,1
A840799,DSL,1,0,0,1,1,1
A849397,DSL,1,1,1,0,1,0
A853801,DSL,1,1,0,1,0,0
A854142,DSL,1,1,0,0,1,1
A854984,DSL,1,0,1,1,1,0
A855887,DSL,1,1,0,1,1,1
A857076,Fiber Optic,1,1,0,1,0,0
A859738,Fiber Optic,1,1,1,1,0,0
A861700,DSL,1,1,1,1,1,0
A863691,Fiber Optic,1,1,0,0,1,1
A86912,DSL,1,1,1,1,0,1
A871046,Fiber Optic,1,1,0,0,0,0
A873218,DSL,1,1,0,1,1,0
A874816,Fiber Optic,1,0,0,0,0,0
A878642,DSL,1,0,0,1,0,1
A878705,None,1,0,1,1,0,0
A879207,Fiber Optic,1,0,0,0,0,0
A880064,DSL,1,1,1,1,0,0
A880413,None,1,1,0,0,1,1
A882675,Fiber Optic,1,1,0,0,0,0
A883961,DSL,1,1,1,1,1,0
A885053,DSL,1,0,0,0,0,1
A886067,Fiber Optic,1,0,0,1,0,1
A889769,Fiber Optic,1,1,0,0,0,0
A899075,None,1,1,0,0,1,1
A901418,None,1,0,0,1,0,1
A903151,None,0,1,1,0,1,0
A912311,Fiber Optic,1,0,0,0,0,0
A912671,Fiber Optic,1,0,0,1,1,0
A919620,None,1,0,1,1,1,1
A923883,DSL,1,0,1,0,1,1
A934321,DSL,0,0,0,0,0,1
A936347,Fiber Optic,1,1,1,1,1,0
A940663,None,1,1,0,0,0,0
A940721,None,1,0,1,0,1,0
A943825,Fiber Optic,1,0,1,0,1,1
A944069,DSL,1,1,1,0,0,1
A945949,None,1,0,0,0,1,1
A947132,DSL,1,0,0,0,0,0
A948573,None,1,1,1,0,0,1
A948817,DSL,1,0,0,0,1,1
A951002,DSL,1,1,0,0,0,0
A953728,Fiber Optic,1,0,1,1,1,0
A955987,Fiber Optic,1,0,1,1,0,1
A957431,None,1,0,0,1,0,1
A959352,Fiber Optic,0,1,0,0,1,1
A95964,DSL,1,1,0,1,1,1
A96078,None,1,1,1,0,0,0
A962670,None,1,1,0,0,1,0
A968154,None,1,0,0,1,1,1
A972815,None,1,0,0,0,1,0
A975552,Fiber Optic,0,0,0,1,0,1
A977827,Fiber Optic,1,0,0,0,1,0
A978012,None,1,0,0,0,1,0
A97903,Fiber Optic,1,0,0,0,0,1
A980855,DSL,1,0,0,0,1,0
A981600,Fiber Optic,1,1,1,1,1,0
A984966,DSL,1,1,0,0,1,0
A985093,Fiber Optic,1,0,1,1,0,0
A985460,DSL,1,0,0,0,0,0
A987044,DSL,1,1,0,0,1,0
A988584,Fiber Optic,1,1,0,0,0,1
A991604,DSL,1,1,0,1,0,0
A993007,Fiber Optic,1,0,1,1,0,0
A994697,DSL,1,1,0,1,1,0
A995277,DSL,1,0,1,0,0,0
A995509,DSL,1,0,0,1,1,0
B04330,Fiber Optic,1,1,0,1,0,1
B102250,Fiber Optic,1,0,0,1,0,0
B105213,DSL,1,0,0,0,1,1
B110173,None,1,1,0,1,1,1
B110246,Fiber Optic,0,0,0,1,0,1
B110833,Fiber Optic,1,0,1,0,1,0
B113838,DSL,1,1,0,0,0,1
B118468,DSL,1,1,0,0,1,0
B118484,Fiber Optic,1,1,1,0,1,0
B118954,DSL,1,0,1,1,0,1
B124449,DSL,1,1,1,0,1,0
B12658,Fiber Optic,1,0,0,0,1,1
B128794,Fiber Optic,1,1,1,1,1,0
B129670,DSL,1,0,0,0,0,0
B133081,DSL,1,1,1,0,0,0
B13324,Fiber Optic,1,1,0,1,1,1
B133896,Fiber Optic,1,0,0,0,0,1
B133945,Fiber Optic,1,1,0,0,0,1
B136240,Fiber Optic,1,1,1,1,1,0
B140147,DSL,1,1,0,1,0,0
B142422,DSL,1,0,1,0,0,1
B143750,DSL,1,0,0,0,0,0
B146281,DSL,1,1,0,1,0,0
B14813,DSL,1,1,0,0,1,0
B148329,Fiber Optic,1,1,1,1,0,1
B149716,Fiber Optic,1,0,0,1,0,0
B154541,DSL,1,1,0,0,0,0
B15517,None,1,1,1,1,0,0
B163052,Fiber Optic,1,0,0,0,0,1
B164687,Fiber Optic,1,0,1,0,0,0
B165487,Fiber Optic,1,0,0,1,1,0
B166979,Fiber Optic,1,0,0,1,1,1
B167906,DSL,1,0,0,0,1,1
B169359,DSL,1,0,0,0,0,1
B174619,DSL,1,1,0,1,0,1
B179311,Fiber Optic,1,0,0,0,1,0
B18063,DSL,1,1,1,1,1,0
B18085,None,1,0,1,0,1,1
B181180,None,1,0,0,0,0,0
B182575,None,1,0,1,0,0,0
B19384,DSL,1,0,0,1,0,0
B197030,Fiber Optic,1,0,0,0,0,0
B198899,Fiber Optic,1,0,0,1,1,1
B199888,DSL,1,1,0,0,0,0
B200191,None,1,1,0,0,0,1
B202167,Fiber Optic,1,1,0,1,0,1
B20759,Fiber Optic,1,0,1,1,1,1
B209742,Fiber Optic,1,0,1,0,1,0
B225501,None,1,0,1,0,0,0
B225668,DSL,1,0,1,0,1,1
B228839,None,1,0,1,1,0,0
B229362,Fiber Optic,1,0,0,0,1,1
B230779,Fiber Optic,1,1,1,0,0,1
B239150,Fiber Optic,1,0,1,1,0,0
B239370,Fiber Optic,0,1,0,0,1,0
B242016,Fiber Optic,1,0,0,0,0,1
B246395,DSL,1,1,0,1,1,1
B247549,None,1,0,1,0,0,0
B248010,Fiber Optic,1,1,0,0,0,0
B249580,DSL,1,1,1,0,0,1
B250093,Fiber Optic,1,1,0,1,0,1
B250151,None,1,0,0,1,0,1
B254351,Fiber Optic,1,0,0,0,0,1
B255311,DSL,1,0,0,0,0,0
B25572,DSL,1,1,0,0,0,0
B256842,None,1,0,0,1,1,0
B260496,Fiber Optic,1,0,1,1,0,1
B260505,DSL,1,1,0,0,1,1
B263033,Fiber Optic,1,0,0,1,0,0
B263360,DSL,0,0,1,0,0,1
B264341,Fiber Optic,1,0,0,1,1,0
B266835,Fiber Optic,1,1,1,1,0,0
B269098,None,1,1,0,1,0,0
B269529,Fiber Optic,1,0,0,0,0,1
B270288,None,1,0,1,0,0,0
B274609,None,1,1,0,0,1,1
B276870,None,1,1,1,0,1,0
B286935,None,1,0,1,1,0,0
B290057,None,1,0,0,1,0,0
B29049,None,1,1,0,1,0,1
B293319,Fiber Optic,1,1,1,1,0,1
B293510,DSL,1,1,0,0,0,0
B297001,None,1,0,0,0,0,0
B300786,DSL,0,0,0,0,1,0
B302343,Fiber Optic,1,1,0,1,1,1
B308070,None,1,0,1,1,1,0
B310750,Fiber Optic,1,0,0,1,1,0
B311103,DSL,1,0,0,0,1,0
B317246,None,1,0,1,0,0,0
B319628,DSL,0,0,0,1,0,0
B323829,None,1,0,1,0,1,0
B325435,Fiber Optic,1,1,0,1,0,1
B327796,Fiber Optic,1,1,0,0,0,1
B328912,DSL,0,0,0,1,0,1
B329338,Fiber Optic,1,1,1,1,1,0
B334871,DSL,1,0,1,1,0,1
B335074,Fiber Optic,1,1,0,1,1,0
B340121,DSL,1,1,1,0,1,0
B340840,Fiber Optic,1,0,1,1,0,0
B341496,Fiber Optic,1,1,1,1,0,1
B344400,DSL,1,0,1,0,0,1
B346107,Fiber Optic,1,1,0,1,0,0
B346362,None,1,1,1,1,0,0
B352309,None,1,1,1,0,0,0
B356659,DSL,1,1,1,1,1,1
B360850,None,1,0,0,1,0,1
B361009,Fiber Optic,1,0,0,1,0,0
B36217,Fiber Optic,1,0,1,1,1,1
B363210,Fiber Optic,1,1,1,0,0,0
B363857,DSL,1,0,0,0,0,1
B368498,DSL,0,0,1,0,1,1
B368622,Fiber Optic,1,1,1,0,1,0
B368985,Fiber Optic,1,0,1,1,0,0
B369070,DSL,1,0,1,0,1,0
B369234,Fiber Optic,1,0,0,0,1,1
B369784,Fiber Optic,1,1,0,0,0,0
B371130,Fiber Optic,1,0,1,1,1,0
B374505,DSL,1,1,1,1,0,1
B376002,None,1,0,1,0,0,0
B378434,Fiber Optic,1,0,0,1,0,0
B381427,Fiber Optic,1,0,0,1,1,1
B382760,Fiber Optic,1,0,1,0,1,0
B385712,None,1,1,1,1,0,1
B387011,None,1,1,0,1,0,0
B388679,DSL,1,1,0,0,0,1
B388820,Fiber Optic,1,0,1,1,1,0
B392635,None,1,1,0,0,0,1
B393356,Fiber Optic,1,1,0,0,0,1
B396774,DSL,0,0,1,1,0,1
B39992,DSL,1,1,1,0,0,0
B402928,DSL,1,0,1,0,0,0
B406551,None,0,0,0,1,0,0
B407189,DSL,1,1,1,0,0,1
B41405,DSL,1,0,0,0,0,0
B417357,DSL,1,1,0,1,0,1
B419356,Fiber Optic,1,1,0,1,0,1
B419814,DSL,1,0,0,0,0,1
B422289,DSL,1,0,0,0,0,0
B424640,Fiber Optic,1,0,1,1,0,0
B424659,None,1,1,0,1,1,1
B424726,Fiber Optic,1,0,0,0,1,1
B428349,None,1,0,1,0,0,0
B428830,DSL,1,1,0,0,0,0
B431778,None,1,0,0,0,1,0
B440428,DSL,1,0,0,0,0,0
B44052,Fiber Optic,1,1,0,0,0,0
B442664,Fiber Optic,1,0,0,0,1,0
B442835,Fiber Optic,1,1,1,1,0,0
B442948,Fiber Optic,0,1,0,0,1,0
B446255,DSL,1,0,0,0,1,1
B447151,None,1,0,0,1,0,1
B448076,Fiber Optic,1,1,0,1,0,0
B450091,Fiber Optic,1,1,0,1,0,1
B450609,DSL,1,1,0,0,0,0
B451399,None,0,1,1,0,0,1
B451989,Fiber Optic,1,1,0,0,0,0
B455335,DSL,0,1,0,1,0,1
B464898,DSL,1,1,0,1,0,0
B465001,Fiber Optic,1,0,1,0,0,0
B46761,None,1,1,1,0,0,0
B468086,Fiber Optic,1,0,0,0,1,0
B469043,Fiber Optic,1,1,1,1,0,1
B471691,None,1,0,0,1,1,0
B475008,Fiber Optic,1,1,0,1,0,0
B475242,None,1,0,1,1,1,0
B47880,Fiber Optic,1,0,0,1,0,0
B479208,DSL,1,1,0,1,0,1
B481474,DSL,0,0,0,0,1,0
B482277,Fiber Optic,1,0,1,1,0,0
B483014,None,1,1,0,0,0,1
B483116,None,1,1,1,1,1,1
B488148,Fiber Optic,1,0,0,0,1,1
B490537,Fiber Optic,1,0,0,1,1,0
B491501,DSL,1,0,0,0,0,1
B492262,DSL,1,0,0,0,1,0
B49281,DSL,0,0,1,1,0,0
B499886,None,1,0,1,0,0,0
B506027,Fiber Optic,0,1,1,1,1,1
B507028,Fiber Optic,1,0,1,0,0,0
B507395,DSL,1,1,0,0,0,0
B507626,DSL,1,1,0,1,1,0
B50784,Fiber Optic,1,1,0,0,0,0
B508012,Fiber Optic,0,1,0,0,0,0
B511896,Fiber Optic,1,0,0,1,0,1
B512858,Fiber Optic,1,0,0,0,1,0
B514157,None,0,0,0,1,1,0
B518186,Fiber Optic,0,1,1,0,0,0
B518299,DSL,1,0,0,0,0,0
B51907,DSL,1,0,1,1,0,1
B520911,Fiber Optic,1,1,0,0,1,1
B522238,None,1,1,1,0,0,0
B525987,DSL,1,1,1,0,0,1
B528021,DSL,1,1,0,0,1,0
B528928,None,1,1,0,1,1,1
B530923,Fiber Optic,1,1,0,0,0,1
B536861,None,1,0,0,0,0,0
B538877,None,1,0,0,1,0,0
B539992,Fiber Optic,1,1,1,1,0,0
B541034,DSL,1,0,0,0,1,0
B541413,None,1,0,0,1,1,1
B541454,Fiber Optic,1,0,1,0,1,1
B545599,DSL,1,0,1,0,1,1
B547610,Fiber Optic,0,0,0,0,0,1
B548061,DSL,1,1,0,1,0,0
B548800,Fiber Optic,1,0,0,0,1,0
B552951,Fiber Optic,1,0,1,0,0,1
B561228,DSL,1,1,0,0,0,0
B561835,DSL,1,0,0,1,1,0
B562858,Fiber Optic,1,0,1,1,1,0
B564637,DSL,0,1,0,1,0,1
B565042,Fiber Optic,1,1,0,0,0,0
B565569,Fiber Optic,1,1,0,0,0,0
B568158,DSL,1,1,1,1,1,0
B572303,DSL,1,1,1,1,0,0
B572550,DSL,1,1,0,0,0,1
B572947,Fiber Optic,1,0,0,0,0,0
B583161,DSL,1,0,0,1,1,0
B584202,DSL,1,0,0,1,0,0
B584686,None,0,0,1,1,1,0
B585942,Fiber Optic,1,1,0,1,0,1
B586243,DSL,1,1,0,0,0,0
B591314,DSL,1,0,0,0,0,0
B593910,DSL,0,1,0,1,1,0
B597868,None,1,1,0,0,0,0
B59804,DSL,1,0,1,1,1,0
B599924,Fiber Optic,1,1,0,1,0,1
B601895,Fiber Optic,1,0,0,0,0,1
B607212,Fiber Optic,1,1,0,1,1,1
B609039,DSL,1,0,0,0,0,1
B60959,DSL,1,1,1,1,0,0
B609623,Fiber Optic,1,1,1,0,1,1
B609739,Fiber Optic,1,0,1,1,0,1
B614129,DSL,0,0,0,1,0,0
B614851,Fiber Optic,1,0,0,0,0,0
B617350,DSL,1,0,0,0,0,0
B619070,None,1,0,0,0,1,1
B619322,None,1,1,1,1,0,0
B626230,Fiber Optic,1,0,1,0,1,0
B627843,None,1,0,1,0,1,0
B63345,DSL,1,0,0,0,0,0
B635354,Fiber Optic,1,1,1,1,0,0
B639946,Fiber Optic,1,0,1,0,0,0
B641384,None,1,1,1,0,1,1
B643657,None,1,0,0,0,0,1
B644010,Fiber Optic,1,1,0,0,0,1
B644120,Fiber Optic,1,0,0,1,1,1
B651104,DSL,1,0,0,1,1,1
B651452,Fiber Optic,1,0,1,0,0,1
B652550,None,1,1,0,1,1,1
B655777,Fiber Optic,0,0,0,0,1,1
B661586,Fiber Optic,1,1,0,0,1,0
B66617,DSL,1,0,0,1,1,1
B66821,Fiber Optic,1,0,1,1,0,0
B66948,None,1,0,1,0,1,0
B671396,Fiber Optic,1,1,0,0,0,0
B674121,Fiber Optic,1,1,0,1,1,0
B674702,Fiber Optic,1,1,1,1,1,0
B675004,Fiber Optic,1,1,0,1,1,1
B675944,Fiber Optic,1,0,1,0,0,1
B677068,Fiber Optic,1,1,1,0,0,0
B678171,None,1,1,0,1,1,1
B680094,DSL,1,0,0,1,1,0
B681069,Fiber Optic,1,1,0,1,1,0
B682234,None,1,0,0,0,1,0
B687215,Fiber Optic,1,0,0,0,0,0
B68757,Fiber Optic,1,0,0,1,0,1
B689525,DSL,1,1,0,1,0,0
B692438,Fiber Optic,1,0,0,1,0,1
B700580,None,0,1,0,1,1,0
B705971,DSL,1,1,0,0,1,1
B707938,Fiber Optic,0,1,1,0,0,0
B708960,DSL,1,1,1,0,1,1
B711602,DSL,1,0,1,0,1,0
B713028,DSL,1,0,0,1,0,0
B714519,Fiber Optic,1,1,0,0,1,0
B717178,None,1,0,1,1,1,0
B717434,Fiber Optic,1,1,0,1,0,0
B724639,Fiber Optic,1,0,0,1,0,0
